invoice_id,Branch,City,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,total_price,profit
2491,WALM012,Garland,Home and lifestyle,48.0,2.0,05/08/21,20:27:00,Ewallet,7.0,0.48,96.0,46.08
2492,WALM034,College Station,Fashion accessories,16.0,2.0,01/06/21,19:05:00,Ewallet,6.0,0.48,32.0,15.36
2493,WALM019,Pasadena,Home and lifestyle,23.0,3.0,16/10/23,12:36:00,Ewallet,9.0,0.48,69.0,33.12
2494,WALM024,Carrollton,Fashion accessories,77.0,3.0,17/11/20,8:26:00,Ewallet,5.0,0.48,231.0,110.88
2495,WALM051,New Braunfels,Home and lifestyle,60.0,2.0,03/02/23,8:00:00,Ewallet,7.0,0.48,120.0,57.599999999999994
2496,WALM018,Frisco,Fashion accessories,25.0,3.0,03/05/23,7:36:00,Ewallet,7.0,0.48,75.0,36.0
2497,WALM061,Cedar Park,Home and lifestyle,75.0,3.0,31/07/21,15:03:00,Ewallet,9.0,0.33,225.0,74.25
2498,WALM044,Pharr,Fashion accessories,80.0,2.0,26/12/21,16:16:00,Ewallet,4.0,0.48,160.0,76.8
2499,WALM011,Lubbock,Home and lifestyle,73.0,3.0,28/11/23,13:07:00,Ewallet,4.0,0.48,219.0,105.11999999999999
2500,WALM024,Carrollton,Fashion accessories,39.0,2.0,01/05/22,7:43:00,Ewallet,7.0,0.48,78.0,37.44
2501,WALM058,Port Arthur,Home and lifestyle,71.0,1.0,09/02/22,9:23:00,Ewallet,5.0,0.33,71.0,23.43
2502,WALM044,Pharr,Fashion accessories,69.0,3.0,28/02/21,15:54:00,Ewallet,9.0,0.48,207.0,99.36
2503,WALM081,Friendswood,Home and lifestyle,83.0,2.0,02/12/20,21:30:00,Ewallet,5.0,0.33,166.0,54.78
2504,WALM034,College Station,Fashion accessories,31.0,3.0,18/06/20,15:03:00,Ewallet,8.0,0.48,93.0,44.64
2505,WALM040,Edinburg,Home and lifestyle,82.0,1.0,07/05/23,9:52:00,Ewallet,8.0,0.48,82.0,39.36
2506,WALM072,Lancaster,Fashion accessories,66.0,2.0,09/06/20,11:10:00,Ewallet,4.0,0.33,132.0,43.56
2507,WALM024,Carrollton,Home and lifestyle,17.0,1.0,03/10/21,16:05:00,Ewallet,9.0,0.48,17.0,8.16
2508,WALM004,Austin,Fashion accessories,77.0,2.0,21/06/20,12:16:00,Ewallet,6.0,0.48,154.0,73.92
2509,WALM024,Carrollton,Home and lifestyle,27.0,3.0,16/07/23,11:38:00,Ewallet,6.0,0.48,81.0,38.879999999999995
2510,WALM030,Richardson,Fashion accessories,42.0,3.0,22/04/20,17:24:00,Ewallet,4.0,0.48,126.0,60.48
2511,WALM063,Georgetown,Home and lifestyle,75.0,1.0,25/12/21,6:37:00,Ewallet,9.0,0.33,75.0,24.75
2512,WALM067,Haltom City,Fashion accessories,66.0,2.0,17/02/21,9:45:00,Ewallet,4.0,0.33,132.0,43.56
2513,WALM094,Alamo,Home and lifestyle,64.0,1.0,18/11/20,17:55:00,Ewallet,8.0,0.33,64.0,21.12
2514,WALM100,Canyon,Fashion accessories,79.0,2.0,11/05/20,12:44:00,Ewallet,7.0,0.18,158.0,28.439999999999998
2515,WALM069,Rockwall,Home and lifestyle,81.0,2.0,03/08/20,8:45:00,Ewallet,4.0,0.33,162.0,53.46
2516,WALM015,Grand Prairie,Fashion accessories,20.0,3.0,13/02/23,16:45:00,Ewallet,6.0,0.48,60.0,28.799999999999997
2517,WALM012,Garland,Home and lifestyle,81.0,1.0,26/07/20,20:02:00,Ewallet,4.0,0.48,81.0,38.879999999999995
2518,WALM092,Lake Jackson,Fashion accessories,29.0,1.0,06/06/21,12:12:00,Ewallet,4.0,0.33,29.0,9.57
2519,WALM005,Fort Worth,Home and lifestyle,77.0,3.0,28/10/20,8:33:00,Ewallet,7.0,0.48,231.0,110.88
2520,WALM023,Midland,Fashion accessories,61.0,1.0,01/03/22,7:21:00,Ewallet,8.0,0.48,61.0,29.279999999999998
2521,WALM006,El Paso,Home and lifestyle,64.0,1.0,01/04/21,15:42:00,Ewallet,9.0,0.48,64.0,30.72
2522,WALM080,Nacogdoches,Fashion accessories,72.0,1.0,19/01/23,10:18:00,Ewallet,5.0,0.33,72.0,23.76
2523,WALM001,Houston,Home and lifestyle,49.0,1.0,24/04/21,9:47:00,Ewallet,9.0,0.36,49.0,17.64
2524,WALM083,Farmers Branch,Fashion accessories,54.0,2.0,05/11/21,22:09:00,Ewallet,4.0,0.33,108.0,35.64
2525,WALM097,Alice,Home and lifestyle,39.0,2.0,15/08/20,12:19:00,Ewallet,8.0,0.18,78.0,14.04
2526,WALM026,Denton,Fashion accessories,55.0,3.0,28/09/21,12:18:00,Ewallet,9.0,0.48,165.0,79.2
2527,WALM019,Pasadena,Home and lifestyle,27.0,3.0,21/08/22,14:34:00,Ewallet,4.0,0.48,81.0,38.879999999999995
2528,WALM042,Bryan,Fashion accessories,77.0,2.0,07/01/20,21:57:00,Ewallet,9.0,0.48,154.0,73.92
2529,WALM061,Cedar Park,Home and lifestyle,71.0,2.0,02/03/23,9:50:00,Ewallet,9.0,0.33,142.0,46.86
2530,WALM059,Pflugerville,Fashion accessories,39.0,3.0,13/01/21,20:15:00,Ewallet,8.0,0.33,117.0,38.61
2531,WALM047,Flower Mound,Home and lifestyle,31.0,1.0,01/09/20,7:53:00,Ewallet,5.0,0.48,31.0,14.879999999999999
2532,WALM092,Lake Jackson,Fashion accessories,74.0,1.0,28/03/23,12:45:00,Ewallet,9.0,0.33,74.0,24.42
2533,WALM064,Bedford,Home and lifestyle,44.0,1.0,28/05/23,17:46:00,Ewallet,8.0,0.33,44.0,14.520000000000001
2534,WALM098,Mineral Wells,Fashion accessories,58.0,2.0,12/03/23,14:19:00,Ewallet,4.0,0.18,116.0,20.88
2535,WALM080,Nacogdoches,Home and lifestyle,50.0,1.0,15/04/23,11:42:00,Ewallet,6.0,0.33,50.0,16.5
2536,WALM078,Del Rio,Fashion accessories,50.0,2.0,14/09/20,12:33:00,Ewallet,5.0,0.33,100.0,33.0
2537,WALM045,Missouri City,Home and lifestyle,30.0,1.0,21/11/22,17:46:00,Credit card,9.0,0.48,30.0,14.399999999999999
2538,WALM088,Cleburne,Fashion accessories,73.0,3.0,18/03/21,17:55:00,Ewallet,6.0,0.33,219.0,72.27000000000001
2539,WALM042,Bryan,Home and lifestyle,81.0,3.0,21/08/23,6:45:00,Ewallet,5.0,0.48,243.0,116.64
2540,WALM043,Baytown,Fashion accessories,61.0,1.0,15/11/22,15:41:00,Ewallet,7.0,0.48,61.0,29.279999999999998
2541,WALM028,Odessa,Home and lifestyle,50.0,2.0,28/03/21,7:14:00,Ewallet,9.0,0.48,100.0,48.0
2542,WALM017,McKinney,Fashion accessories,70.0,3.0,14/01/21,14:37:00,Ewallet,7.0,0.48,210.0,100.8
2543,WALM069,Rockwall,Home and lifestyle,17.0,2.0,25/09/20,22:13:00,Ewallet,4.0,0.33,34.0,11.22
2544,WALM026,Denton,Fashion accessories,68.0,3.0,01/10/23,14:39:00,Ewallet,7.0,0.48,204.0,97.92
2545,WALM037,League City,Home and lifestyle,22.0,3.0,22/06/20,16:19:00,Ewallet,6.0,0.48,66.0,31.68
2546,WALM040,Edinburg,Fashion accessories,41.0,3.0,03/04/20,19:51:00,Ewallet,4.0,0.48,123.0,59.04
2547,WALM080,Nacogdoches,Home and lifestyle,39.0,2.0,23/04/21,6:51:00,Ewallet,4.0,0.33,78.0,25.740000000000002
2548,WALM052,Mansfield,Fashion accessories,37.0,2.0,18/05/21,20:43:00,Ewallet,6.0,0.57,74.0,42.18
2549,WALM043,Baytown,Home and lifestyle,65.0,1.0,12/12/23,16:51:00,Ewallet,6.0,0.48,65.0,31.2
2550,WALM001,Houston,Fashion accessories,35.0,1.0,30/05/20,14:27:00,Ewallet,4.0,0.36,35.0,12.6
2551,WALM006,El Paso,Home and lifestyle,35.0,3.0,26/12/23,11:22:00,Ewallet,6.0,0.48,105.0,50.4
2552,WALM094,Alamo,Fashion accessories,34.0,1.0,04/04/20,13:54:00,Ewallet,7.0,0.33,34.0,11.22
2553,WALM095,Big Spring,Home and lifestyle,57.0,3.0,08/01/20,6:51:00,Ewallet,4.0,0.33,171.0,56.43
2554,WALM007,Arlington,Fashion accessories,76.0,3.0,16/12/23,10:03:00,Ewallet,9.0,0.48,228.0,109.44
2555,WALM041,Mission,Home and lifestyle,73.0,3.0,01/03/22,12:12:00,Ewallet,4.0,0.48,219.0,105.11999999999999
2556,WALM088,Cleburne,Fashion accessories,19.0,3.0,08/03/23,11:44:00,Ewallet,5.0,0.33,57.0,18.810000000000002
2557,WALM008,Corpus Christi,Home and lifestyle,35.0,2.0,06/06/22,21:25:00,Ewallet,9.0,0.48,70.0,33.6
2558,WALM010,Laredo,Fashion accessories,50.0,1.0,03/10/22,17:08:00,Ewallet,7.0,0.48,50.0,24.0
2559,WALM072,Lancaster,Home and lifestyle,36.0,3.0,04/02/21,21:03:00,Ewallet,8.0,0.33,108.0,35.64
2560,WALM047,Flower Mound,Fashion accessories,73.0,2.0,17/01/22,8:36:00,Ewallet,6.0,0.48,146.0,70.08
2561,WALM039,Longview,Home and lifestyle,16.0,3.0,03/04/22,18:18:00,Ewallet,7.0,0.48,48.0,23.04
2562,WALM021,McAllen,Fashion accessories,54.0,3.0,30/03/22,16:20:00,Ewallet,4.0,0.48,162.0,77.75999999999999
2563,WALM021,McAllen,Home and lifestyle,62.0,3.0,11/01/23,8:07:00,Ewallet,4.0,0.48,186.0,89.28
2564,WALM009,Plano,Fashion accessories,36.0,3.0,16/11/22,6:40:00,Ewallet,8.0,0.48,108.0,51.839999999999996
2565,WALM088,Cleburne,Home and lifestyle,57.0,1.0,25/08/23,6:52:00,Ewallet,9.0,0.33,57.0,18.810000000000002
2566,WALM048,Harlingen,Fashion accessories,28.0,1.0,10/10/22,20:43:00,Ewallet,9.0,0.48,28.0,13.44
2567,WALM070,Hurst,Home and lifestyle,54.0,2.0,01/10/20,21:45:00,Ewallet,9.0,0.33,108.0,35.64
2568,WALM052,Mansfield,Fashion accessories,30.0,2.0,11/01/23,14:02:00,Ewallet,8.0,0.57,60.0,34.199999999999996
2569,WALM021,McAllen,Home and lifestyle,26.0,1.0,10/11/22,7:12:00,Ewallet,6.0,0.48,26.0,12.48
2570,WALM076,Huntsville,Fashion accessories,52.0,1.0,16/02/21,9:59:00,Ewallet,9.0,0.33,52.0,17.16
2571,WALM015,Grand Prairie,Home and lifestyle,42.0,1.0,10/07/22,18:34:00,Ewallet,5.0,0.48,42.0,20.16
2572,WALM051,New Braunfels,Fashion accessories,67.0,2.0,27/04/23,15:02:00,Ewallet,4.0,0.57,134.0,76.38
2573,WALM030,Richardson,Home and lifestyle,30.0,3.0,18/03/21,20:38:00,Ewallet,4.0,0.48,90.0,43.199999999999996
2574,WALM011,Lubbock,Fashion accessories,17.0,2.0,06/07/20,6:05:00,Ewallet,7.0,0.48,34.0,16.32
2575,WALM031,Lewisville,Home and lifestyle,23.0,2.0,24/05/22,15:39:00,Ewallet,7.0,0.48,46.0,22.08
2576,WALM061,Cedar Park,Fashion accessories,57.0,2.0,01/06/23,9:19:00,Ewallet,6.0,0.33,114.0,37.620000000000005
2577,WALM060,DeSoto,Home and lifestyle,35.0,1.0,29/09/20,9:18:00,Ewallet,5.0,0.33,35.0,11.55
2578,WALM027,Abilene,Fashion accessories,57.0,1.0,04/07/22,6:05:00,Ewallet,6.0,0.48,57.0,27.36
2579,WALM096,Eagle Pass,Home and lifestyle,83.0,3.0,19/03/23,20:54:00,Ewallet,8.0,0.33,249.0,82.17
2580,WALM013,Irving,Fashion accessories,83.0,1.0,20/10/20,8:04:00,Ewallet,5.0,0.48,83.0,39.839999999999996
2581,WALM037,League City,Home and lifestyle,72.0,3.0,18/02/23,15:16:00,Ewallet,7.0,0.48,216.0,103.67999999999999
2582,WALM041,Mission,Fashion accessories,77.0,2.0,08/05/22,19:22:00,Ewallet,9.0,0.48,154.0,73.92
2583,WALM005,Fort Worth,Home and lifestyle,29.0,1.0,01/06/23,17:38:00,Ewallet,4.0,0.48,29.0,13.92
2584,WALM018,Frisco,Fashion accessories,16.0,2.0,23/06/22,22:38:00,Ewallet,6.0,0.48,32.0,15.36
2585,WALM058,Port Arthur,Home and lifestyle,38.0,1.0,09/07/21,8:29:00,Ewallet,8.0,0.33,38.0,12.540000000000001
2586,WALM020,Killeen,Fashion accessories,73.0,3.0,29/10/21,20:14:00,Ewallet,4.0,0.48,219.0,105.11999999999999
2587,WALM009,Plano,Home and lifestyle,22.0,1.0,05/02/22,11:13:00,Ewallet,6.0,0.48,22.0,10.559999999999999
2588,WALM064,Bedford,Fashion accessories,61.0,3.0,05/07/23,13:51:00,Ewallet,5.0,0.33,183.0,60.39
2589,WALM092,Lake Jackson,Home and lifestyle,54.0,2.0,23/09/23,12:57:00,Ewallet,5.0,0.33,108.0,35.64
2590,WALM005,Fort Worth,Fashion accessories,85.0,1.0,11/04/21,6:35:00,Ewallet,4.0,0.48,85.0,40.8
2591,WALM001,Houston,Home and lifestyle,16.0,2.0,15/06/23,11:19:00,Ewallet,9.0,0.36,32.0,11.52
2592,WALM011,Lubbock,Fashion accessories,44.0,2.0,20/09/23,16:14:00,Ewallet,9.0,0.48,88.0,42.239999999999995
2593,WALM048,Harlingen,Home and lifestyle,51.0,1.0,05/10/22,20:55:00,Ewallet,4.0,0.48,51.0,24.48
2594,WALM013,Irving,Fashion accessories,45.0,3.0,08/01/21,9:01:00,Ewallet,9.0,0.48,135.0,64.8
2595,WALM030,Richardson,Home and lifestyle,24.0,1.0,15/11/22,19:01:00,Ewallet,4.0,0.48,24.0,11.52
2596,WALM026,Denton,Fashion accessories,30.0,2.0,25/01/20,10:55:00,Ewallet,7.0,0.48,60.0,28.799999999999997
2597,WALM088,Cleburne,Home and lifestyle,72.0,2.0,23/05/22,9:27:00,Ewallet,7.0,0.33,144.0,47.52
2598,WALM094,Alamo,Fashion accessories,41.0,2.0,12/08/23,8:04:00,Ewallet,9.0,0.33,82.0,27.060000000000002
2599,WALM052,Mansfield,Home and lifestyle,79.0,1.0,22/09/23,9:10:00,Ewallet,9.0,0.57,79.0,45.029999999999994
2600,WALM043,Baytown,Fashion accessories,74.0,1.0,14/07/21,9:11:00,Ewallet,4.0,0.48,74.0,35.519999999999996
2601,WALM097,Alice,Home and lifestyle,74.0,1.0,15/03/21,10:30:00,Ewallet,4.0,0.18,74.0,13.32
2602,WALM015,Grand Prairie,Fashion accessories,25.0,1.0,16/08/23,6:36:00,Ewallet,4.0,0.48,25.0,12.0
2603,WALM024,Carrollton,Home and lifestyle,33.0,3.0,18/12/21,19:53:00,Ewallet,5.0,0.48,99.0,47.519999999999996
2604,WALM066,Grapevine,Fashion accessories,50.0,2.0,22/04/20,22:53:00,Ewallet,5.0,0.33,100.0,33.0
2605,WALM016,Brownsville,Home and lifestyle,80.0,3.0,19/03/21,11:04:00,Ewallet,8.0,0.48,240.0,115.19999999999999
2606,WALM085,Kerrville,Fashion accessories,23.0,2.0,18/07/20,14:14:00,Ewallet,8.0,0.33,46.0,15.180000000000001
2607,WALM020,Killeen,Home and lifestyle,33.0,3.0,14/07/22,13:46:00,Ewallet,6.0,0.48,99.0,47.519999999999996
2608,WALM085,Kerrville,Fashion accessories,41.0,2.0,27/10/22,16:58:00,Ewallet,9.0,0.33,82.0,27.060000000000002
2609,WALM093,Angleton,Home and lifestyle,80.0,2.0,27/11/23,18:41:00,Ewallet,6.0,0.33,160.0,52.800000000000004
2610,WALM027,Abilene,Fashion accessories,47.0,2.0,19/08/22,11:43:00,Ewallet,6.0,0.48,94.0,45.12
2611,WALM028,Odessa,Home and lifestyle,16.0,2.0,11/10/22,21:09:00,Ewallet,8.0,0.48,32.0,15.36
2612,WALM019,Pasadena,Fashion accessories,23.0,2.0,12/02/20,7:10:00,Ewallet,5.0,0.48,46.0,22.08
2613,WALM006,El Paso,Home and lifestyle,73.0,1.0,25/10/23,13:02:00,Ewallet,6.0,0.48,73.0,35.04
2614,WALM059,Pflugerville,Fashion accessories,66.0,2.0,16/02/23,15:49:00,Ewallet,9.0,0.33,132.0,43.56
2615,WALM064,Bedford,Home and lifestyle,63.0,1.0,30/05/23,20:00:00,Ewallet,6.0,0.33,63.0,20.790000000000003
2616,WALM006,El Paso,Fashion accessories,46.0,1.0,25/08/20,9:45:00,Ewallet,5.0,0.48,46.0,22.08
2617,WALM081,Friendswood,Home and lifestyle,43.0,2.0,05/01/21,16:17:00,Ewallet,6.0,0.33,86.0,28.380000000000003
2618,WALM018,Frisco,Fashion accessories,53.0,1.0,02/08/23,18:51:00,Ewallet,9.0,0.48,53.0,25.439999999999998
2619,WALM094,Alamo,Home and lifestyle,24.0,3.0,14/03/20,8:38:00,Ewallet,4.0,0.33,72.0,23.76
2620,WALM057,Euless,Fashion accessories,50.0,2.0,08/05/21,8:32:00,Ewallet,5.0,0.33,100.0,33.0
2621,WALM091,Little Elm,Home and lifestyle,85.0,3.0,21/05/20,7:18:00,Ewallet,6.0,0.33,255.0,84.15
2622,WALM007,Arlington,Fashion accessories,41.0,3.0,01/09/23,17:15:00,Ewallet,7.0,0.48,123.0,59.04
2623,WALM034,College Station,Home and lifestyle,69.0,2.0,15/05/22,16:39:00,Ewallet,7.0,0.48,138.0,66.24
2624,WALM095,Big Spring,Fashion accessories,59.0,3.0,23/07/20,11:45:00,Ewallet,6.0,0.33,177.0,58.410000000000004
2625,WALM081,Friendswood,Home and lifestyle,76.0,1.0,22/11/22,12:21:00,Ewallet,9.0,0.33,76.0,25.080000000000002
2626,WALM033,Pearland,Fashion accessories,30.0,3.0,05/06/21,20:32:00,Ewallet,9.0,0.48,90.0,43.199999999999996
2627,WALM049,North Richland Hills,Home and lifestyle,42.0,3.0,13/02/21,9:16:00,Ewallet,4.0,0.48,126.0,60.48
2628,WALM083,Farmers Branch,Fashion accessories,52.0,2.0,30/11/23,12:04:00,Ewallet,5.0,0.33,104.0,34.32
2629,WALM016,Brownsville,Home and lifestyle,74.0,2.0,13/12/23,19:51:00,Ewallet,8.0,0.48,148.0,71.03999999999999
2630,WALM043,Baytown,Fashion accessories,62.0,3.0,26/02/21,14:13:00,Ewallet,4.0,0.48,186.0,89.28
2631,WALM017,McKinney,Home and lifestyle,72.0,2.0,25/02/22,10:58:00,Ewallet,6.0,0.48,144.0,69.12
2632,WALM039,Longview,Fashion accessories,39.0,3.0,10/05/23,16:26:00,Ewallet,4.0,0.48,117.0,56.16
2633,WALM036,Allen,Home and lifestyle,55.0,1.0,15/07/22,17:23:00,Ewallet,4.0,0.48,55.0,26.4
2634,WALM057,Euless,Fashion accessories,55.0,3.0,14/12/23,17:21:00,Ewallet,4.0,0.33,165.0,54.45
2635,WALM062,Galveston,Home and lifestyle,35.0,3.0,02/11/21,12:53:00,Ewallet,5.0,0.33,105.0,34.65
2636,WALM034,College Station,Fashion accessories,76.0,2.0,28/04/21,8:52:00,Ewallet,7.0,0.48,152.0,72.96
2637,WALM018,Frisco,Home and lifestyle,39.0,3.0,07/03/23,10:22:00,Ewallet,8.0,0.48,117.0,56.16
2638,WALM070,Hurst,Fashion accessories,50.0,2.0,14/08/20,22:21:00,Ewallet,8.0,0.33,100.0,33.0
2639,WALM042,Bryan,Home and lifestyle,44.0,3.0,30/01/20,6:22:00,Ewallet,4.0,0.48,132.0,63.36
2640,WALM066,Grapevine,Fashion accessories,55.0,3.0,16/11/22,15:50:00,Ewallet,8.0,0.33,165.0,54.45
2641,WALM096,Eagle Pass,Home and lifestyle,31.0,3.0,07/10/21,12:40:00,Ewallet,7.0,0.33,93.0,30.69
2642,WALM070,Hurst,Fashion accessories,22.0,1.0,01/12/21,12:28:00,Ewallet,4.0,0.33,22.0,7.260000000000001
2643,WALM064,Bedford,Home and lifestyle,31.0,2.0,24/05/21,13:02:00,Ewallet,5.0,0.33,62.0,20.46
2644,WALM006,El Paso,Fashion accessories,36.0,3.0,13/07/20,16:38:00,Ewallet,9.0,0.48,108.0,51.839999999999996
2645,WALM016,Brownsville,Home and lifestyle,16.0,2.0,09/11/20,20:08:00,Ewallet,5.0,0.48,32.0,15.36
2646,WALM010,Laredo,Fashion accessories,38.0,2.0,25/04/23,21:49:00,Ewallet,7.0,0.48,76.0,36.48
2647,WALM047,Flower Mound,Home and lifestyle,76.0,1.0,29/11/22,14:19:00,Ewallet,5.0,0.48,76.0,36.48
2648,WALM030,Richardson,Fashion accessories,32.0,1.0,30/07/20,17:27:00,Ewallet,5.0,0.48,32.0,15.36
2649,WALM006,El Paso,Home and lifestyle,85.0,1.0,03/05/21,19:10:00,Ewallet,8.0,0.48,85.0,40.8
2650,WALM068,Burleson,Fashion accessories,32.0,1.0,05/04/23,9:00:00,Ewallet,6.0,0.33,32.0,10.56
2651,WALM010,Laredo,Home and lifestyle,33.0,1.0,07/12/20,14:11:00,Ewallet,5.0,0.48,33.0,15.84
2652,WALM097,Alice,Fashion accessories,33.0,3.0,19/06/22,17:09:00,Ewallet,6.0,0.18,99.0,17.82
2653,WALM016,Brownsville,Home and lifestyle,79.0,3.0,04/10/22,14:05:00,Ewallet,8.0,0.48,237.0,113.75999999999999
2654,WALM005,Fort Worth,Fashion accessories,80.0,2.0,21/06/23,12:51:00,Ewallet,9.0,0.48,160.0,76.8
2655,WALM048,Harlingen,Home and lifestyle,46.0,1.0,31/03/22,16:44:00,Ewallet,7.0,0.48,46.0,22.08
2656,WALM058,Port Arthur,Fashion accessories,27.0,2.0,09/02/23,10:26:00,Ewallet,5.0,0.33,54.0,17.82
2657,WALM083,Farmers Branch,Home and lifestyle,71.0,3.0,30/03/21,13:36:00,Ewallet,6.0,0.33,213.0,70.29
2658,WALM080,Nacogdoches,Fashion accessories,39.0,1.0,17/10/20,13:41:00,Ewallet,4.0,0.33,39.0,12.870000000000001
2659,WALM061,Cedar Park,Home and lifestyle,46.0,1.0,03/01/21,7:48:00,Ewallet,7.0,0.33,46.0,15.180000000000001
2660,WALM014,Amarillo,Fashion accessories,58.0,3.0,15/01/23,18:55:00,Ewallet,9.0,0.48,174.0,83.52
2661,WALM001,Houston,Home and lifestyle,39.0,1.0,31/12/21,12:03:00,Ewallet,6.0,0.36,39.0,14.04
2662,WALM079,La Porte,Fashion accessories,74.0,1.0,10/02/23,7:57:00,Ewallet,5.0,0.33,74.0,24.42
2663,WALM042,Bryan,Home and lifestyle,51.0,3.0,23/12/22,17:30:00,Ewallet,7.0,0.48,153.0,73.44
2664,WALM063,Georgetown,Fashion accessories,47.0,1.0,06/01/22,12:55:00,Ewallet,8.0,0.33,47.0,15.510000000000002
2665,WALM067,Haltom City,Home and lifestyle,31.0,3.0,23/07/22,18:22:00,Ewallet,4.0,0.33,93.0,30.69
2666,WALM027,Abilene,Fashion accessories,58.0,2.0,24/05/20,19:53:00,Ewallet,9.0,0.48,116.0,55.68
2667,WALM040,Edinburg,Home and lifestyle,78.0,2.0,05/11/21,22:54:00,Ewallet,6.0,0.48,156.0,74.88
2668,WALM011,Lubbock,Fashion accessories,50.0,1.0,30/09/22,19:44:00,Ewallet,5.0,0.48,50.0,24.0
2669,WALM063,Georgetown,Home and lifestyle,28.0,3.0,21/11/21,14:29:00,Ewallet,6.0,0.33,84.0,27.720000000000002
2670,WALM039,Longview,Fashion accessories,23.0,2.0,27/06/20,17:38:00,Ewallet,9.0,0.48,46.0,22.08
2671,WALM096,Eagle Pass,Home and lifestyle,73.0,2.0,19/12/21,9:20:00,Ewallet,8.0,0.33,146.0,48.18
2672,WALM012,Garland,Fashion accessories,41.0,2.0,18/10/20,7:17:00,Ewallet,6.0,0.48,82.0,39.36
2673,WALM066,Grapevine,Home and lifestyle,78.0,2.0,25/08/21,16:19:00,Ewallet,7.0,0.33,156.0,51.480000000000004
2674,WALM095,Big Spring,Fashion accessories,22.0,2.0,22/10/22,9:36:00,Ewallet,9.0,0.33,44.0,14.520000000000001
2675,WALM098,Mineral Wells,Home and lifestyle,60.0,3.0,27/12/22,20:49:00,Ewallet,5.0,0.18,180.0,32.4
2676,WALM037,League City,Fashion accessories,60.0,2.0,01/11/20,11:37:00,Ewallet,5.0,0.48,120.0,57.599999999999994
2677,WALM092,Lake Jackson,Home and lifestyle,21.0,3.0,10/12/23,15:31:00,Ewallet,4.0,0.33,63.0,20.790000000000003
2678,WALM020,Killeen,Fashion accessories,17.0,3.0,04/08/20,12:41:00,Ewallet,4.0,0.48,51.0,24.48
2679,WALM076,Huntsville,Home and lifestyle,56.0,2.0,08/05/20,19:08:00,Ewallet,4.0,0.33,112.0,36.96
2680,WALM036,Allen,Fashion accessories,21.0,2.0,17/10/21,12:08:00,Ewallet,9.0,0.48,42.0,20.16
2681,WALM059,Pflugerville,Home and lifestyle,19.0,2.0,01/05/20,6:25:00,Ewallet,9.0,0.33,38.0,12.540000000000001
2682,WALM062,Galveston,Fashion accessories,54.0,1.0,29/08/20,16:43:00,Ewallet,6.0,0.33,54.0,17.82
2683,WALM042,Bryan,Home and lifestyle,64.0,2.0,01/07/21,8:42:00,Ewallet,5.0,0.48,128.0,61.44
2684,WALM066,Grapevine,Fashion accessories,77.0,2.0,11/11/22,19:00:00,Ewallet,9.0,0.33,154.0,50.82
2685,WALM080,Nacogdoches,Home and lifestyle,33.0,1.0,06/04/21,18:05:00,Ewallet,8.0,0.33,33.0,10.89
2686,WALM017,McKinney,Fashion accessories,31.0,1.0,10/07/21,6:28:00,Ewallet,9.0,0.48,31.0,14.879999999999999
2687,WALM098,Mineral Wells,Home and lifestyle,75.0,3.0,19/12/21,15:35:00,Ewallet,4.0,0.18,225.0,40.5
2688,WALM020,Killeen,Fashion accessories,80.0,2.0,07/03/23,14:37:00,Ewallet,5.0,0.48,160.0,76.8
2689,WALM064,Bedford,Home and lifestyle,30.0,2.0,07/08/21,11:33:00,Ewallet,9.0,0.33,60.0,19.8
2690,WALM088,Cleburne,Fashion accessories,84.0,2.0,07/07/20,15:19:00,Ewallet,4.0,0.33,168.0,55.440000000000005
2691,WALM041,Mission,Home and lifestyle,36.0,3.0,06/12/21,19:51:00,Ewallet,8.0,0.48,108.0,51.839999999999996
2692,WALM027,Abilene,Fashion accessories,44.0,2.0,24/07/20,19:57:00,Ewallet,4.0,0.48,88.0,42.239999999999995
2693,WALM017,McKinney,Home and lifestyle,39.0,3.0,10/03/21,9:13:00,Ewallet,8.0,0.48,117.0,56.16
2694,WALM080,Nacogdoches,Fashion accessories,35.0,3.0,20/02/23,14:40:00,Ewallet,6.0,0.33,105.0,34.65
2695,WALM007,Arlington,Home and lifestyle,37.0,3.0,12/02/23,8:11:00,Ewallet,9.0,0.48,111.0,53.28
2696,WALM034,College Station,Fashion accessories,39.0,1.0,08/07/20,10:50:00,Ewallet,4.0,0.48,39.0,18.72
2697,WALM030,Richardson,Home and lifestyle,66.0,3.0,25/04/20,20:00:00,Ewallet,6.0,0.48,198.0,95.03999999999999
2698,WALM072,Lancaster,Fashion accessories,82.0,2.0,09/10/21,11:28:00,Ewallet,4.0,0.33,164.0,54.120000000000005
2699,WALM090,Brownwood,Home and lifestyle,81.0,3.0,24/02/22,19:15:00,Ewallet,6.0,0.33,243.0,80.19
2700,WALM060,DeSoto,Fashion accessories,41.0,3.0,09/12/23,17:22:00,Ewallet,5.0,0.33,123.0,40.59
2701,WALM026,Denton,Home and lifestyle,51.0,1.0,14/10/22,14:36:00,Ewallet,7.0,0.48,51.0,24.48
2702,WALM015,Grand Prairie,Fashion accessories,70.0,3.0,26/07/23,8:34:00,Ewallet,4.0,0.48,210.0,100.8
2703,WALM080,Nacogdoches,Home and lifestyle,53.0,1.0,17/07/21,12:50:00,Ewallet,4.0,0.33,53.0,17.490000000000002
